ID,levels_complete,len_levels_complete
105,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '37level:tiny pond', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '314level:sunken temple', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '219level:boiling river', '234level:victory spring', '107level:assembly team', '7level:catch the thief!']",39
109,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '219level:boiling river', '173level:...bridges?', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '72level:double moat', '56level:walls of gold', '129level:further fields', '238level:hop', '221level:grand stream', '235level:rocky road']",48
111,['0level:baba is you'],1
113,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach']",4
116,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '166level:burglary']",20
117,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '4level:pillar yard', '209level:lock', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '211level:submerged ruins', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '37level:tiny pond']",35
118,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there']",29
121,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '4level:pillar yard', '211level:submerged ruins', '314level:sunken temple', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",27
123,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '211level:submerged ruins', '310level:poem', '205level:float']",24
125,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection']",11
126,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '68level:wireless connection', '199level:fragility']",35
127,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '8level:locked in', '236level:changeless', '136level:jelly throne', '210level:two doors']",18
131,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters']",8
134,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '210level:two doors', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '8level:locked in', '236level:changeless', '166level:burglary', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '136level:jelly throne', '30level:crab storage', '33level:love is out there', '71level:perilous gang', '59level:condition', '242level:sorting facility', '94level:thicket', '66level:renovating', '246level:toolshed']",40
135,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall']",13
136,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '210level:two doors', '166level:burglary', '173level:...bridges?', '310level:poem', '238level:hop', '199level:fragility', '30level:crab storage']",31
137,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '6level:grass yard', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless']",17
139,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '2level:still out of reach']",8
141,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team']",23
142,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '3level:out of reach', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in']",16
143,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '166level:burglary', '8level:locked in', '236level:changeless', '136level:jelly throne', '210level:two doors', '30level:crab storage', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '173level:...bridges?', '219level:boiling river', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '71level:perilous gang', '59level:condition', '94level:thicket']",38
144,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '319level:research facility', '238level:hop', '221level:grand stream', '235level:rocky road', '36level:ghost friend', '220level:crate square', '194level:haunt', '77level:literacy', '269level:fetching', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '71level:perilous gang', '33level:love is out there', '72level:double moat', '56level:walls of gold', '9level:empty', '11level:lonely flag', '13level:babas are you', '80level:please hold my key', '201level:horror story', '66level:renovating', '94level:thicket']",32
145,"['0level:baba is you', '1level:where do i go?', '3level:out of reach', '5level:off limits', '20level:icy waters', '212level:turns', '189level:now what is this?', '2level:still out of reach', '90level:volcano', '10level:affection', '93level:brick wall', '4level:pillar yard', '209level:lock', '8level:locked in', '236level:changeless', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '219level:boiling river', '234level:victory spring', '107level:assembly team', '199level:fragility', '52level:tunnel vision', '238level:hop', '235level:rocky road', '62level:telephone', '194level:haunt', '137level:not there', '174level:dead end', '138level:even less there', '6level:grass yard', '210level:two doors', '15level:novice locksmith', '166level:burglary', '136level:jelly throne', '30level:crab storage', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '58level:a present for you', '33level:love is out there', '72level:double moat']",46
147,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '219level:boiling river', '37level:tiny pond', '68level:wireless connection', '7level:catch the thief!', '65level:prison', '319level:research facility', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '56level:walls of gold']",42
149,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '173level:...bridges?', '314level:sunken temple', '7level:catch the thief!']",31
150,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '166level:burglary', '210level:two doors', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '174level:dead end', '160level:catch', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '71level:perilous gang', '33level:love is out there', '72level:double moat', '66level:renovating', '246level:toolshed', ""34level:baba doesn't respond"", '57level:patrol', '85level:canyon', '98level:victory in the open', '65level:prison', '215level:evaporating river', '41level:tiny isle', '37level:tiny pond', '314level:sunken temple', '310level:poem', '319level:research facility', '68level:wireless connection', '134level:dim signal', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '239level:jump', '26level:ghost guard', '137level:not there', '138level:even less there', '36level:ghost friend']",67
151,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '37level:tiny pond', '238level:hop', '239level:jump', '221level:grand stream', '194level:haunt', '62level:telephone', '137level:not there', '174level:dead end']",37
152,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '136level:jelly throne', '30level:crab storage']",25
153,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring']",26
154,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '205level:float']",20
155,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters']",9
156,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team']",29
157,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '6level:grass yard', '234level:victory spring', '107level:assembly team', '37level:tiny pond', '7level:catch the thief!', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '238level:hop']",28
158,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",21
159,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '6level:grass yard', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '210level:two doors', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '238level:hop', '221level:grand stream', '194level:haunt', '62level:telephone']",28
160,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '68level:wireless connection', '134level:dim signal', '238level:hop', '6level:grass yard', '212level:turns', '10level:affection', '4level:pillar yard', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '209level:lock', '15level:novice locksmith', '210level:two doors', '166level:burglary', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",31
161,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '166level:burglary', '93level:brick wall', '210level:two doors', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",24
162,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '90level:volcano', '6level:grass yard', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '219level:boiling river', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key""]",32
163,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '90level:volcano', '6level:grass yard']",6
166,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '211level:submerged ruins', '314level:sunken temple', '15level:novice locksmith', '210level:two doors']",22
168,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '166level:burglary', '8level:locked in', '93level:brick wall', '236level:changeless', '136level:jelly throne', '30level:crab storage', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring']",27
169,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '93level:brick wall', '211level:submerged ruins', '310level:poem', '205level:float', '6level:grass yard', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '199level:fragility', '52level:tunnel vision']",26
170,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '2level:still out of reach', '5level:off limits', '20level:icy waters', '212level:turns', '4level:pillar yard', '209level:lock', '10level:affection', '15level:novice locksmith', '3level:out of reach', '6level:grass yard', '93level:brick wall', '210level:two doors', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '199level:fragility']",24
171,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless']",17
172,"['0level:baba is you', '1level:where do i go?', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '318level:dungeon', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '238level:hop']",17
173,"['234level:victory spring', '107level:assembly team', '236level:changeless', '136level:jelly throne', '7level:catch the thief!', '310level:poem', '238level:hop', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '6level:grass yard', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?']",30
174,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '93level:brick wall', '4level:pillar yard', '8level:locked in', '236level:changeless', '209level:lock', '205level:float', '15level:novice locksmith', '218level:warm river', '171level:bridge building', '172level:bridge building?', '221level:grand stream', '234level:victory spring', '107level:assembly team', '310level:poem', '7level:catch the thief!', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '238level:hop']",31
175,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '211level:submerged ruins']",17
176,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '6level:grass yard', '93level:brick wall', '211level:submerged ruins', '136level:jelly throne', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '30level:crab storage', '37level:tiny pond', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', '33level:love is out there', '56level:walls of gold', '238level:hop', '66level:renovating', '9level:empty', '201level:horror story', '11level:lonely flag', '80level:please hold my key']",40
178,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '166level:burglary', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '173level:...bridges?', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '17level:unreachable shores', ""23level:but where's the key"", '238level:hop', '221level:grand stream', '36level:ghost friend', '66level:renovating', '246level:toolshed', '57level:patrol', '85level:canyon', '98level:victory in the open', '9level:empty', '201level:horror story']",40
180,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters']",8
181,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '41level:tiny isle', '219level:boiling river', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '72level:double moat', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison']",45
182,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '6level:grass yard', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock']",25
183,"['15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '219level:boiling river', '172level:bridge building?', '0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock']",27
184,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '37level:tiny pond', '65level:prison']",33
185,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '314level:sunken temple', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '238level:hop', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang', '72level:double moat', '56level:walls of gold', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '36level:ghost friend', '26level:ghost guard']",52
186,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall']",13
187,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '2level:still out of reach', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '3level:out of reach', '90level:volcano', '6level:grass yard']",13
188,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall']",13
